Cups	カップ	skyrim_english_japanese.sst
Dart	ダーツ	skyrim_english_japanese.sst
Deer	シカ	dawnguard_english_japanese.sst
Deor	ディーオ	dragonborn_english_japanese.sst
Desk	机	hearthfires_english_japanese.sst
Dirt	汚れ	skyrim_english_japanese.sst
Done	完了	skyrim_english_japanese.sst
Door	扉	dawnguard_english_japanese.sst
Down	下へ	dragonborn_english_japanese.sst
Drum	太鼓	skyrim_english_japanese.sst
Edda	エッダ	skyrim_english_japanese.sst
Edla	エドラ	dragonborn_english_japanese.sst
Eduj	エドジュ	skyrim_english_japanese.sst
Elda	エルダ	skyrim_english_japanese.sst
Eola	エオラ	skyrim_english_japanese.sst
Epic	エピック	skyrim_english_japanese.sst
Erdi	エルディ	skyrim_english_japanese.sst
Erik	エリク	skyrim_english_japanese.sst
Eris	エリス	skyrim_english_japanese.sst
Evul	エヴァル	dragonborn_english_japanese.sst
Exit	終了	skyrim_english_japanese.sst
Eyes	目	skyrim_english_japanese.sst
Face	顔	skyrim_english_japanese.sst
Fade	幽体	skyrim_english_japanese.sst
Falk	ファルク	skyrim_english_japanese.sst
Fall	秋	skyrim_english_japanese.sst
Faction 一派
Fast	高速	ccbgssse001-fish_english_japanese.sst
Fear	恐怖	dawnguard_english_japanese.sst
Feed	吸血	dawnguard_english_japanese.sst
Fill	満たす	dawnguard_english_japanese.sst
Fine	優良	skyrim_english_japanese.sst
Fire	発射	ccbgssse001-fish_english_japanese.sst
Flag	フラッグ	skyrim_english_japanese.sst
Flee	逃走	skyrim_english_japanese.sst
Flin	フリン	ccqdrsse001-survivalmode_english_japanese.sst
FOOD	食べ物	skyrim_english_japanese.sst
Fool	馬鹿者	skyrim_english_japanese.sst
Fork	フォーク	skyrim_english_japanese.sst
Frea	フリア	dragonborn_english_japanese.sst
Fura	フーラ	dawnguard_english_japanese.sst
Fury	激昂	dragonborn_english_japanese.sst
Gate	門	skyrim_english_japanese.sst
Ghak	ガハク	skyrim_english_japanese.sst
Give	渡す	skyrim_english_japanese.sst
Gjak	グジャク	skyrim_english_japanese.sst
Gjuk	グジュク	skyrim_english_japanese.sst
Glow	発光	skyrim_english_japanese.sst
Goat	ヤギ	hearthfires_english_japanese.sst
Gold	ゴールド	skyrim_english_japanese.sst
Goon	ならず者	skyrim_english_japanese.sst
Gorm	ゴルム	skyrim_english_japanese.sst
Gort	ゴート	dawnguard_english_japanese.sst
Grab	掴む	skyrim_english_japanese.sst
Grey	グレー	skyrim_english_japanese.sst
Grok	グロク	skyrim_english_japanese.sst
Hair	髪	skyrim_english_japanese.sst
Hand	手	skyrim_english_japanese.sst
Hawk	鷹	skyrim_english_japanese.sst
Head	頭	dawnguard_english_japanese.sst
Heal	治癒	skyrim_english_japanese.sst
Help	ヘルプ	skyrim_english_japanese.sst
Hern	ハーン	dawnguard_english_japanese.sst
Hero	英雄	skyrim_english_japanese.sst
Hert	ハート	dawnguard_english_japanese.sst
Hide	身隠し	ccbgssse001-fish_english_japanese.sst
High	高	skyrim_english_japanese.sst
Hold	長押し	skyrim_english_japanese.sst
Horm	ホルム	skyrim_english_japanese.sst
Hsss	シャー！	dawnguard_english_japanese.sst
Huki	フキ	skyrim_english_japanese.sst
Hunt	狩り	skyrim_english_japanese.sst
Idle	像	skyrim_english_japanese.sst
Inge	インゲ	skyrim_english_japanese.sst
Iona	イオナ	skyrim_english_japanese.sst
IRON	鉄	skyrim_english_japanese.sst
Item	アイテム	skyrim_english_japanese.sst
Jail	監獄	skyrim_english_japanese.sst
Jala	ジャラ	skyrim_english_japanese.sst
Jiub	ジウブ	dawnguard_english_japanese.sst
Jolf	ジョルフ	dawnguard_english_japanese.sst
Jora	ジョラ	skyrim_english_japanese.sst
Jorn	ジョーン	skyrim_english_japanese.sst
Jump	ジャンプ	skyrim_english_japanese.sst
Junk	ジャンク	skyrim_english_japanese.sst
Kaie	カイエ	skyrim_english_japanese.sst
Karl	カール	skyrim_english_japanese.sst
Kayd	ケイド	skyrim_english_japanese.sst
Kesh	ケッシュ	skyrim_english_japanese.sst
KEYS	鍵	skyrim_english_japanese.sst
Kill	殺す	skyrim_english_japanese.sst
King	王者	skyrim_english_japanese.sst
Kjar	キジャール	skyrim_english_japanese.sst
Knud	ナッド	hearthfires_english_japanese.sst
Krag	クラグ	skyrim_english_japanese.sst
Kust	クスト	skyrim_english_japanese.sst
Kyne	カイネ	skyrim_english_japanese.sst
Lami	ラミ	skyrim_english_japanese.sst
Lash	ラッシュ	skyrim_english_japanese.sst
Leek	リーキ	ccqdrsse001-survivalmode_english_japanese.sst
Left	左	skyrim_english_japanese.sst
Life	命	skyrim_english_japanese.sst
Live	LIVE	skyrim_english_japanese.sst
Lock	錠前	hearthfires_english_japanese.sst
Lodi	ロディ	skyrim_english_japanese.sst
Lond	ロンド	skyrim_english_japanese.sst
Lund	ルンド	skyrim_english_japanese.sst
Lute	リュート	skyrim_english_japanese.sst
Mage	魔術師	skyrim_english_japanese.sst
Mahk	マハク	skyrim_english_japanese.sst
Mani	マニ	skyrim_english_japanese.sst
Maro	マロ	skyrim_english_japanese.sst
Maul	モール	skyrim_english_japanese.sst
Mead	ハチミツ酒	skyrim_english_japanese.sst
Mena	メナ	skyrim_english_japanese.sst
Mill	グラインダー	hearthfires_english_japanese.sst
Mind	精神	dragonborn_english_japanese.sst
Mine	鉱山	dawnguard_english_japanese.sst
MISC	その他	skyrim_english_japanese.sst
Monk	僧兵	skyrim_english_japanese.sst
Moth	モス	skyrim_english_japanese.sst
Name	名前	skyrim_english_japanese.sst
Nest	巣	skyrim_english_japanese.sst
Nils	ナイルズ	skyrim_english_japanese.sst
No. 	いいや	dawnguard_english_japanese.sst
None	なし	dragonborn_english_japanese.sst
Nord	ノルド	dawnguard_english_japanese.sst
Note	メモ	dawnguard_english_japanese.sst
Numb	かじかむ	ccqdrsse001-survivalmode_english_japanese.sst
Odar	オダール	skyrim_english_japanese.sst
Ogol	オゴル	skyrim_english_japanese.sst
Okin	オキン	skyrim_english_japanese.sst
Olda	オルダ	dawnguard_english_japanese.sst
Olur	オルー	skyrim_english_japanese.sst
Open	開く	ccbgssse025-advdsgs_english_japanese.sst
Orla	オルラ	skyrim_english_japanese.sst
Otar	オタール	skyrim_english_japanese.sst
Oven	オーブン	hearthfires_english_japanese.sst
Pack	集団	skyrim_english_japanese.sst
Pale	ペイル	skyrim_english_japanese.sst
Pavo	パボ	skyrim_english_japanese.sst
Pfft	チョン	skyrim_english_japanese.sst
Pray	祈る	skyrim_english_japanese.sst
Prey	獲物	skyrim_english_japanese.sst
Push	押す	dawnguard_english_japanese.sst
Race	種族	skyrim_english_japanese.sst
Raen	ラエン	skyrim_english_japanese.sst
Rage	狂乱の渦	skyrim_english_japanese.sst
Rahd	ラハド	skyrim_english_japanese.sst
Read	読む	dragonborn_english_japanese.sst
Ride	乗る	skyrim_english_japanese.sst
Rout	威圧	skyrim_english_japanese.sst
Ruby	ルビー	dawnguard_english_japanese.sst
Ruki	ルキ	skyrim_english_japanese.sst
Runa	ルナ	hearthfires_english_japanese.sst
Rune	ルーン	skyrim_english_japanese.sst
Sack	袋	skyrim_english_japanese.sst
Safe	金庫	dragonborn_english_japanese.sst
Sand	砂	skyrim_english_japanese.sst
Save	セーブ	skyrim_english_japanese.sst
Seek	捜索	skyrim_english_japanese.sst
Self	自己	skyrim_english_japanese.sst
Sern	サーン	dawnguard_english_japanese.sst
Shel	シェル	skyrim_english_japanese.sst
Shiv	ナイフ	skyrim_english_japanese.sst
Show	表示	skyrim_english_japanese.sst
Slot	スロット	skyrim_english_japanese.sst
Slow	減速	dawnguard_english_japanese.sst
Snow	雪	skyrim_english_japanese.sst
Sond	ソンド	skyrim_english_japanese.sst
Sort	整理	skyrim_english_japanese.sst
Soul	魂	dawnguard_english_japanese.sst
Spam	スパム	update_english_japanese.sst
Stig	スティグ	skyrim_english_japanese.sst
Sudi	スディ	skyrim_english_japanese.sst
Sven	スヴェン	skyrim_english_japanese.sst
Swap	交換する	ccbgssse001-fish_english_japanese.sst
Take	取る	ccbgssse001-fish_english_japanese.sst
Talk	話す	dawnguard_english_japanese.sst
Tear	涙	dawnguard_english_japanese.sst
Thug	悪漢	skyrim_english_japanese.sst
Time	時間	skyrim_english_japanese.sst
Tomb	墓	dawnguard_english_japanese.sst
Tome	書	dragonborn_english_japanese.sst
Tova	トヴァ	skyrim_english_japanese.sst
Trap	罠	dragonborn_english_japanese.sst
Tsun	ツン	skyrim_english_japanese.sst
Turn	回す	dawnguard_english_japanese.sst
Ugor	ユーゴー	skyrim_english_japanese.sst
Ulag	ウラグ	skyrim_english_japanese.sst
Ulyn	ウリン	dragonborn_english_japanese.sst
Urag	ウラッグ	skyrim_english_japanese.sst
Urog	ウログ	skyrim_english_japanese.sst
Usha	ウーシャ	dragonborn_english_japanese.sst
Vald	ヴァルド	skyrim_english_japanese.sst
Vile	ヴァイル	skyrim_english_japanese.sst
Volk	ヴォルク	dawnguard_english_japanese.sst
Vori	ヴォリ	dawnguard_english_japanese.sst
Warm	温暖	ccqdrsse001-survivalmode_english_japanese.sst
Wind	風	dragonborn_english_japanese.sst
Wine	ワイン	ccqdrsse001-survivalmode_english_japanese.sst
Wing	羽	skyrim_english_japanese.sst
Wisp	ウィスプ	skyrim_english_japanese.sst
Wolf	オオカミ	hearthfires_english_japanese.sst
WOOD	木	skyrim_english_japanese.sst
Wulf	ウルフ	dragonborn_english_japanese.sst
Wyrm	ウィルム	dragonborn_english_japanese.sst
Your	あなたの	skyrim_english_japanese.sst
Yrsa	イアサ	dragonborn_english_japanese.sst
Abort	中断	skyrim_english_japanese.sst
Adara	アダーラ	skyrim_english_japanese.sst
Added	を追加	skyrim_english_japanese.sst
Adept	精鋭	skyrim_english_japanese.sst
Adril	エイドリル	dragonborn_english_japanese.sst
Aerin	アエリン	skyrim_english_japanese.sst
Agent	密偵	skyrim_english_japanese.sst
Agnis	アグニス	skyrim_english_japanese.sst
Agree	同意	skyrim_english_japanese.sst
Ahlam	アハラム	dawnguard_english_japanese.sst
Ahtar	アハタル	skyrim_english_japanese.sst
Aimed	照準しました	skyrim_english_japanese.sst
Alain	アライン	skyrim_english_japanese.sst
Aldis	アルディス	skyrim_english_japanese.sst
Altar	祭壇	dawnguard_english_japanese.sst
Alvor	アルヴォア	skyrim_english_japanese.sst
Amber	琥珀	ccbgssse025-advdsgs_english_japanese.sst
Amren	アムレン	skyrim_english_japanese.sst
Anger	怒り	skyrim_english_japanese.sst
Anise	アニス	skyrim_english_japanese.sst
Anska	アンスカ	skyrim_english_japanese.sst
Anton	アントン	skyrim_english_japanese.sst
Anvil	金床	skyrim_english_japanese.sst
Anwen	アンウェン	skyrim_english_japanese.sst
Aphia	エイフィア	dragonborn_english_japanese.sst
Argis	アルギス	skyrim_english_japanese.sst
Armor	防御	dragonborn_english_japanese.sst
Arvak	アルヴァク	dawnguard_english_japanese.sst
Assur	アッシュール	skyrim_english_japanese.sst
Athis	アシス	skyrim_english_japanese.sst
Atmah	アトマー	skyrim_english_japanese.sst
Azura	アズラ	skyrim_english_japanese.sst
Basin	水瓶	dawnguard_english_japanese.sst
Beard	髭	skyrim_english_japanese.sst
Bench	長椅子	dawnguard_english_japanese.sst
Bendt	ベント	skyrim_english_japanese.sst
Benor	ベノア	skyrim_english_japanese.sst
Birna	ビルナ	skyrim_english_japanese.sst
Biter	バイター	hearthfires_english_japanese.sst
Black	ブラック	skyrim_english_japanese.sst
Blade	刀剣	skyrim_english_japanese.sst
Blank	空白	skyrim_english_japanese.sst
Blind	ブラインド	skyrim_english_japanese.sst
Block	防御	skyrim_english_japanese.sst
Bodil	ボーディル	skyrim_english_japanese.sst
Bolar	ボラー	skyrim_english_japanese.sst
Bolli	ボリー	skyrim_english_japanese.sst
BOOKS	本	skyrim_english_japanese.sst
Boots	ブーツ	dawnguard_english_japanese.sst
Borri	ボッリ	skyrim_english_japanese.sst
Braig	ブレイグ	skyrim_english_japanese.sst
Brain	脳	skyrim_english_japanese.sst
Brawl	殴り合い	skyrim_english_japanese.sst
Bread	パン	ccqdrsse001-survivalmode_english_japanese.sst
Breya	ブレヤ	skyrim_english_japanese.sst
Bribe	贈賄	skyrim_english_japanese.sst
Brill	ブリル	skyrim_english_japanese.sst
Brina	ブリナ	skyrim_english_japanese.sst
Brond	ブロンド	skyrim_english_japanese.sst
Broom	ほうき	skyrim_english_japanese.sst
Brown	ブラウン	skyrim_english_japanese.sst
Catch	釣る	ccbgssse001-fish_english_japanese.sst
Chain	鎖	dragonborn_english_japanese.sst
Chair	椅子	dragonborn_english_japanese.sst
Charm	魅了	skyrim_english_japanese.sst
Chest	宝箱	ccbgssse001-fish_english_japanese.sst
Child	子供	skyrim_english_japanese.sst
Churn	チャーン	hearthfires_english_japanese.sst
Claws	爪	skyrim_english_japanese.sst
Clear	能力を外す	dragonborn_english_japanese.sst
Close	閉じる	skyrim_english_japanese.sst
Cough	ゲホ	skyrim_english_japanese.sst
Craft	作成	skyrim_english_japanese.sst
Curse	呪い	dawnguard_english_japanese.sst
Curwe	カーウェ	skyrim_english_japanese.sst
Dagny	ダグニー	skyrim_english_japanese.sst
Dagur	ダグール	skyrim_english_japanese.sst
Dalan	ダラン	skyrim_english_japanese.sst
Death	死亡	skyrim_english_japanese.sst
Deeja	ディージャ	skyrim_english_japanese.sst
Dirge	ディルジ	skyrim_english_japanese.sst
Drain	低下	skyrim_english_japanese.sst
Drifa	ドリファ	skyrim_english_japanese.sst
Drokt	ドロクト	skyrim_english_japanese.sst
Duach	デュアチ	skyrim_english_japanese.sst
Dulug	デュラング	skyrim_english_japanese.sst
Durak	デュラック	dawnguard_english_japanese.sst
Dying	瀕死	dawnguard_english_japanese.sst
Earth	大地	dragonborn_english_japanese.sst
EBONY	黒檀	skyrim_english_japanese.sst
Edith	イーディス	skyrim_english_japanese.sst
Eimar	エイマール	skyrim_english_japanese.sst
Eirid	エイリッド	hearthfires_english_japanese.sst
Elmus	エルマス	dragonborn_english_japanese.sst
ELVEN	エルフ	skyrim_english_japanese.sst
Embry	エンブリー	skyrim_english_japanese.sst
Empty	空き	skyrim_english_japanese.sst
Endon	エンドン	skyrim_english_japanese.sst
Engar	エンガー	hearthfires_english_japanese.sst
Enmon	エンモン	skyrim_english_japanese.sst
Ennis	エニス	skyrim_english_japanese.sst
Ennoc	イーノック	skyrim_english_japanese.sst
Erith	エリース	hearthfires_english_japanese.sst
Eydis	エイディス	dragonborn_english_japanese.sst
Faida	ファイダ	skyrim_english_japanese.sst
Fence	柵	skyrim_english_japanese.sst
Feran	フェラン	dawnguard_english_japanese.sst
Finna	フィンナ	dragonborn_english_japanese.sst
Firir	フィーリル	skyrim_english_japanese.sst
Fjori	フョリ	skyrim_english_japanese.sst
Flame	炎	dragonborn_english_japanese.sst
Flesh	氷の体	skyrim_english_japanese.sst
Fling	投げる	dragonborn_english_japanese.sst
Float	浮遊	dragonborn_english_japanese.sst
Flute	フルート	skyrim_english_japanese.sst
Force	力	dragonborn_english_japanese.sst
Forge	鋳造器具	skyrim_english_japanese.sst
Freir	フレール	skyrim_english_japanese.sst
Frida	フリダ	skyrim_english_japanese.sst
Froki	フローキ	skyrim_english_japanese.sst
Frost	冷気	dragonborn_english_japanese.sst
Fruki	フルーキ	skyrim_english_japanese.sst
Gadba	ガドバ	skyrim_english_japanese.sst
Gaius	ガイアス	skyrim_english_japanese.sst
Ganna	ガナ	skyrim_english_japanese.sst
Garan	ガラン	dawnguard_english_japanese.sst
Garmr	ガルムル	dawnguard_english_japanese.sst
Garyn	ガーリン	dragonborn_english_japanese.sst
Gemma	ゲマ	skyrim_english_japanese.sst
Gerda	ゲルダ	skyrim_english_japanese.sst
Ghost	亡霊	skyrim_english_japanese.sst
Giant	巨人	dragonborn_english_japanese.sst
Gisli	ギスリ	skyrim_english_japanese.sst
Glass	ガラス	hearthfires_english_japanese.sst
Gloth	グロス	skyrim_english_japanese.sst
Gourd	ウリ	ccqdrsse001-survivalmode_english_japanese.sst
Grace	洗練	skyrim_english_japanese.sst
Grand	極大	skyrim_english_japanese.sst
Grate	格子	dragonborn_english_japanese.sst
Green	グリーン	skyrim_english_japanese.sst
Greta	グレタ	skyrim_english_japanese.sst
Grete	グレテ	skyrim_english_japanese.sst
Guard	衛兵	skyrim_english_japanese.sst
Hakar	ハカール	dawnguard_english_japanese.sst
Hakon	ハコン	skyrim_english_japanese.sst
Hamal	ハマル	skyrim_english_japanese.sst
Haran	ハラン	skyrim_english_japanese.sst
Hatch	ハッチ	skyrim_english_japanese.sst
Heart	心臓	skyrim_english_japanese.sst
Heavy	重	skyrim_english_japanese.sst
Hello	やあ	dawnguard_english_japanese.sst
Hilde	ヒルデ	skyrim_english_japanese.sst
Hinge	ヒンジ	hearthfires_english_japanese.sst
Hogni	ホグニ	skyrim_english_japanese.sst
Honey	ハチミツ	ccqdrsse001-survivalmode_english_japanese.sst
Horik	ホリック	skyrim_english_japanese.sst
Horse	馬	hearthfires_english_japanese.sst
Hours	時間	skyrim_english_japanese.sst
HOUSE	家	hearthfires_english_japanese.sst
Hroar	ロアー	hearthfires_english_japanese.sst
Hroki	ホロキ	skyrim_english_japanese.sst
Hulda	フルダ	skyrim_english_japanese.sst
Husky	ハスキー	dawnguard_english_japanese.sst
Iddra	イドラ	skyrim_english_japanese.sst
Illdi	イルディ	skyrim_english_japanese.sst
Illia	イリア	skyrim_english_japanese.sst
Irlof	イルロフ	skyrim_english_japanese.sst
Isran	イスラン	dawnguard_english_japanese.sst
Jaree	ジャリー	skyrim_english_japanese.sst
Jayri	ジェイリ	dawnguard_english_japanese.sst
Jonna	ジョナ	skyrim_english_japanese.sst
Joric	ジョリック	skyrim_english_japanese.sst
Jorid	ジョリド	ccbgssse001-fish_english_japanese.sst
Katla	カトラ	skyrim_english_japanese.sst
Kerah	ケラ	skyrim_english_japanese.sst
Kjeld	クジェルド	skyrim_english_japanese.sst
Knife	ナイフ	skyrim_english_japanese.sst
Korir	コリール	skyrim_english_japanese.sst
Kuvar	クヴァル	dragonborn_english_japanese.sst
Larak	ララック	skyrim_english_japanese.sst
Large	大	skyrim_english_japanese.sst
Learn	習得	skyrim_english_japanese.sst
Leech	搾取	skyrim_english_japanese.sst
Level	レベル	skyrim_english_japanese.sst
Lever	レバー	dawnguard_english_japanese.sst
Liesl	リーズル	dragonborn_english_japanese.sst
Light	光	ccbgssse037-curios_english_japanese.sst
Linwe	リンウェ	skyrim_english_japanese.sst
Lokil	ロキル	dawnguard_english_japanese.sst
Lokir	ロキール	skyrim_english_japanese.sst
Louis	ルイス	skyrim_english_japanese.sst
Loved	最愛の人	skyrim_english_japanese.sst
Lover	恋人	skyrim_english_japanese.sst
Loyal	忠実	dragonborn_english_japanese.sst
Lu'ah	ルア	skyrim_english_japanese.sst
Lucia	ルシア	hearthfires_english_japanese.sst
Lydia	リディア	skyrim_english_japanese.sst
Lynea	リネア	ccbgssse001-fish_english_japanese.sst
M'aiq	ムアイク	skyrim_english_japanese.sst
Magic	魔法	skyrim_english_japanese.sst
Majni	マジニ	dragonborn_english_japanese.sst
Malyn	メイリン	skyrim_english_japanese.sst
Matze	マッツェ	ccqdrsse001-survivalmode_english_japanese.sst
Maven	メイビン	skyrim_english_japanese.sst
Meden	メーデン	dragonborn_english_japanese.sst
Meeko	ミーコ	skyrim_english_japanese.sst
Melka	メルカ	skyrim_english_japanese.sst
Menus	メニュー	skyrim_english_japanese.sst
Miner	鉱山労働者	dragonborn_english_japanese.sst
Mirri	ミッリ	dragonborn_english_japanese.sst
Moira	モイラ	skyrim_english_japanese.sst
Moric	モリック	dawnguard_english_japanese.sst
Mouth	口	skyrim_english_japanese.sst
Muiri	ムイリ	skyrim_english_japanese.sst
Muril	ムリル	skyrim_english_japanese.sst
Music	音楽	skyrim_english_japanese.sst
Nails	釘	hearthfires_english_japanese.sst
Narfi	ナルフィ	skyrim_english_japanese.sst
Naris	ナリス	dragonborn_english_japanese.sst
Narri	ナーリ	skyrim_english_japanese.sst
Nazir	ナジル	skyrim_english_japanese.sst
Nenya	ネンヤ	skyrim_english_japanese.sst
Nepos	ネポス	skyrim_english_japanese.sst
Netch	ネッチ	dragonborn_english_japanese.sst
Never	決して	dawnguard_english_japanese.sst
Niels	ニールス	skyrim_english_japanese.sst
Nimhe	ニムヒ	skyrim_english_japanese.sst
Nirya	ニルヤ	skyrim_english_japanese.sst
Niyya	ニヤ	dragonborn_english_japanese.sst
Njada	ンジャダ	skyrim_english_japanese.sst
Noble	貴族	skyrim_english_japanese.sst
Odfel	オドフェル	skyrim_english_japanese.sst
Odvan	オドヴァン	skyrim_english_japanese.sst
Oglub	オグラブ	skyrim_english_japanese.sst
Orbby	オービー	skyrim_english_japanese.sst
Oslaf	オスラフ	dragonborn_english_japanese.sst
Other	その他	update_english_japanese.sst
Owned	所有	skyrim_english_japanese.sst
Peace	平和	skyrim_english_japanese.sst
Pearl	パール	skyrim_english_japanese.sst
Perks	能力	skyrim_english_japanese.sst
Perth	パース	skyrim_english_japanese.sst
Petra	ペトラ	skyrim_english_japanese.sst
Petty	極小	skyrim_english_japanese.sst
Place	置く	ccbgssse001-fish_english_japanese.sst
Plate	皿	skyrim_english_japanese.sst
POI 5	POI5	dragonborn_english_japanese.sst
Power	パワー	skyrim_english_japanese.sst
Press	押す	skyrim_english_japanese.sst
Punch	パンチ	skyrim_english_japanese.sst
Quill	羽ペン	skyrim_english_japanese.sst
Radio	ラジオ	skyrim_english_japanese.sst
Rakel	ラケル	dragonborn_english_japanese.sst
Ralis	ラリス	dragonborn_english_japanese.sst
Rally	扇動	skyrim_english_japanese.sst
Ralof	レイロフ	skyrim_english_japanese.sst
Range	発動距離	skyrim_english_japanese.sst
Ranks	ランク	skyrim_english_japanese.sst
Ravyn	ラヴィン	skyrim_english_japanese.sst
Rayya	ラッヤ	hearthfires_english_japanese.sst
Retry	もう一度試す	skyrim_english_japanese.sst
Reves	リーヴズ	skyrim_english_japanese.sst
Revus	リーバス	dragonborn_english_japanese.sst
Revyn	レヴィン	skyrim_english_japanese.sst
Rexus	レクサス	skyrim_english_japanese.sst
Right	右	skyrim_english_japanese.sst
Rirns	リアーンズ	dragonborn_english_japanese.sst
Rkund	ルクンド	skyrim_english_japanese.sst
Rogen	ローゲン	dawnguard_english_japanese.sst
Roggi	ロッジ	skyrim_english_japanese.sst
Rogue	ならず者	skyrim_english_japanese.sst
Rolff	ロルフ	skyrim_english_japanese.sst
Room4	部屋4	hearthfires_english_japanese.sst
Roots	ルーツ	skyrim_english_japanese.sst
Rorik	ロリク	skyrim_english_japanese.sst
Rundi	ルンディ	skyrim_english_japanese.sst
Runil	ルニル	skyrim_english_japanese.sst
Saden	サデン	dragonborn_english_japanese.sst
Safia	サフィア	skyrim_english_japanese.sst
Salma	サルマ	skyrim_english_japanese.sst
Savos	サボス	skyrim_english_japanese.sst
Sayma	セイマ	skyrim_english_japanese.sst
Scars	傷	skyrim_english_japanese.sst
Scout	斥候	skyrim_english_japanese.sst
Scrib	スクリブ	dragonborn_english_japanese.sst
Scrye	スクライ	dragonborn_english_japanese.sst
Senna	セナ	skyrim_english_japanese.sst
Seren	セレン	skyrim_english_japanese.sst
Sewer	下水道	skyrim_english_japanese.sst
Shade	影	dawnguard_english_japanese.sst
Shadr	シャドル	skyrim_english_japanese.sst
Shein	シェイン	ccqdrsse001-survivalmode_english_japanese.sst
Shock	雷撃	dragonborn_english_japanese.sst
Shoes	靴	dragonborn_english_japanese.sst
Sibbi	シビ	skyrim_english_japanese.sst
Sigar	シガー	skyrim_english_japanese.sst
Silda	シルダ	skyrim_english_japanese.sst
Silus	サイラス	skyrim_english_japanese.sst
Skald	スカルド	skyrim_english_japanese.sst
Skjor	スコール	skyrim_english_japanese.sst
Skuli	スクリ	hearthfires_english_japanese.sst
Skull	頭蓋骨	dragonborn_english_japanese.sst
Slave	奴隷	dawnguard_english_japanese.sst
Sleep	眠る	skyrim_english_japanese.sst
Slime	スライム	dragonborn_english_japanese.sst
Small	小	skyrim_english_japanese.sst
Sneak	隠密	skyrim_english_japanese.sst
Snilf	スニルフ	skyrim_english_japanese.sst
Sofie	ソフィ	hearthfires_english_japanese.sst
Solaf	ソラフ	skyrim_english_japanese.sst
Sonir	ソニル	hearthfires_english_japanese.sst
Sorex	ソレックス	skyrim_english_japanese.sst
Sorli	ソルリ	skyrim_english_japanese.sst
Sosia	ソシア	skyrim_english_japanese.sst
Speak	話す	dragonborn_english_japanese.sst
Spell	呪文	skyrim_english_japanese.sst
Spoon	スプーン	skyrim_english_japanese.sst
Spray	噴射	skyrim_english_japanese.sst
Staff	杖	skyrim_english_japanese.sst
Stalf	スタルフ	dawnguard_english_japanese.sst
Stand	立つ	skyrim_english_japanese.sst
Steal	盗む	skyrim_english_japanese.sst
STEEL	鋼鉄	skyrim_english_japanese.sst
Stomp	踏み潰し	dragonborn_english_japanese.sst
Storm	嵐	skyrim_english_japanese.sst
Storn	ストルン	dragonborn_english_japanese.sst
Straw	麦わら	hearthfires_english_japanese.sst
Stump	スタンプ	skyrim_english_japanese.sst
Styrr	スティル	skyrim_english_japanese.sst
Sulla	スラ	skyrim_english_japanese.sst
Svari	スヴァリ	hearthfires_english_japanese.sst
Sweep	なぎ払い	skyrim_english_japanese.sst
Swims	泳ぐ者	ccbgssse001-fish_english_japanese.sst
Synda	シンダ	skyrim_english_japanese.sst
Table	テーブル	skyrim_english_japanese.sst
Talib	タリブ	skyrim_english_japanese.sst
Taunt	扇動	skyrim_english_japanese.sst
Tekla	テクラ	skyrim_english_japanese.sst
Terek	テレク	skyrim_english_japanese.sst
Thaer	タエル	dawnguard_english_japanese.sst
Thief	盗賊	skyrim_english_japanese.sst
